Date,,"Thu, 15 Dec 2016 10:55:52 +0000",,,
Cite,,"Wessa, P. (2016), Free Statistics Software, Office for Research Development and Education, version 1.1.23-r7, URL http://www.wessa.net/",,,
All rights reserved. Academic license for non-commercial use only.,,,,,
,,,,,
,,,,,
Select a Descriptive Statistics Module in the right panel to use the (log) returns of the (close) time series for analysis.,,,,,
,,,,,
Time Series - Goldman Sachs Group,,,,,
Date,Open,High,Low,Close,Log Return
17/09/10,152.110001,152.470001,150.559998,150.979996,-0.0082
20/09/10,150.979996,152.399994,149.889999,151.899994,0.0061
21/09/10,152.110001,154.570007,151.089996,151.399994,-0.0033
22/09/10,149.949997,150.550003,147.690002,148.070007,-0.0222
23/09/10,146.360001,146.869995,143.979996,144.910004,-0.0216
24/09/10,146.25,147.600006,145.820007,147.279999,0.0162
27/09/10,147.009995,148.410004,145.779999,146,-0.0087
28/09/10,146.509995,146.690002,144.059998,145.009995,-0.0068
29/09/10,145.020004,145.020004,142.539993,144.419998,-0.0041
30/09/10,145.25,146.979996,144.300003,144.580002,0.0011
01/10/10,145.199997,148.5,144.820007,147.699997,0.0214
04/10/10,147.699997,148.470001,144.699997,146.570007,-0.0077
05/10/10,147.559998,150.279999,146.070007,149.570007,0.0203
06/10/10,149.75,152.330002,149.130005,150.839996,0.0085
07/10/10,152.110001,152.360001,150.029999,151.110001,0.0018
08/10/10,151.149994,153.399994,150.619995,152.660004,0.0102
11/10/10,152.669998,153.089996,151.270004,152.199997,-0.003
12/10/10,151.300003,155.449997,151.009995,155.210007,0.0196
13/10/10,156.300003,156.690002,154.389999,154.729996,-0.0031
14/10/10,154.229996,154.289993,150.550003,151.589996,-0.0205
15/10/10,152.690002,152.690002,150.660004,150.690002,-0.006
18/10/10,150.929993,154.380005,150.850006,153.699997,0.0198
19/10/10,155.139999,159.699997,154.110001,156.720001,0.0195
20/10/10,156.210007,160.25,154.860001,159.600006,0.0182
21/10/10,159.580002,161.5,158.100006,159.300003,-0.0019
22/10/10,159.889999,159.979996,157.5,157.759995,-0.0097
25/10/10,159.360001,159.449997,156.270004,157.389999,-0.0023
26/10/10,156.720001,158.729996,156.529999,158.289993,0.0057
27/10/10,157.190002,160.589996,157,160.149994,0.0117
28/10/10,160.860001,163.789993,160.440002,163.240005,0.0191
29/10/10,162.149994,163.600006,160.949997,161.130005,-0.013
01/11/10,161.770004,162.960007,160.169998,161.570007,0.0027
02/11/10,162.059998,163,161.800003,162.820007,0.0077
03/11/10,163.179993,163.179993,160.570007,162.630005,-0.0012
04/11/10,163.619995,166.399994,162.690002,166.389999,0.0229
05/11/10,165.990005,171.179993,165.919998,171.070007,0.0277
08/11/10,169.949997,171.610001,169.100006,169.199997,-0.011
09/11/10,170.300003,170.850006,166,166.550003,-0.0158
10/11/10,166.309998,168.649994,165.570007,167.220001,0.004
11/11/10,165.789993,168.889999,165.789993,167.710007,0.0029
12/11/10,166.389999,168.119995,164.649994,165.830002,-0.0113
15/11/10,165.679993,169.350006,165.009995,167.220001,0.0083
16/11/10,165.800003,167,164.660004,165.100006,-0.0128
17/11/10,165.119995,165.729996,164,164.889999,-0.0013
18/11/10,165.690002,168.929993,165.600006,167.350006,0.0148
19/11/10,167.5,167.75,165.699997,166.669998,-0.0041
22/11/10,164.300003,164.380005,158.449997,161.050003,-0.0343
23/11/10,159.100006,160.899994,157.660004,157.779999,-0.0205
24/11/10,158.960007,160.699997,158.550003,160.259995,0.0156
26/11/10,158.460007,159.350006,158.070007,158.220001,-0.0128
29/11/10,157.490005,160,157,159.279999,0.0067
30/11/10,158.070007,159.330002,156.139999,156.139999,-0.0199
01/12/10,158.449997,159.199997,157,158.449997,0.0147
02/12/10,159.160004,163.25,158.839996,162.5,0.0252
03/12/10,161.309998,162.5,160.949997,162.309998,-0.0012
06/12/10,161.660004,163.190002,161.490005,162.649994,0.0021
07/12/10,164.520004,164.770004,161.440002,161.589996,-0.0065
08/12/10,161.960007,166.139999,161.889999,166.139999,0.0278
09/12/10,167,167.75,165.75,166.449997,0.0019
10/12/10,166.410004,168.470001,165.899994,168.470001,0.0121
13/12/10,168.25,170.919998,167.899994,169.479996,0.006
14/12/10,169.669998,169.990005,166.839996,167.330002,-0.0128
15/12/10,166.639999,167.289993,165.110001,165.210007,-0.0128
16/12/10,165.690002,165.910004,163.210007,164.460007,-0.0046
17/12/10,163.919998,165,163.119995,164.039993,-0.0026
20/12/10,163.740005,166.899994,163.649994,166.050003,0.0122
21/12/10,166.539993,168.880005,166.5,168.229996,0.013
22/12/10,168.669998,169.679993,167.899994,169.600006,0.0081
23/12/10,169.100006,169.699997,167.169998,167.600006,-0.0119
27/12/10,166.789993,170,166.410004,169.830002,0.0132
28/12/10,170,171.229996,168.830002,169.190002,-0.0038
29/12/10,169.399994,169.779999,166.570007,167.630005,-0.0093
30/12/10,168.089996,168.25,166.990005,167.639999,0.0001
31/12/10,167.580002,168.800003,167.009995,168.160004,0.0031
03/01/11,170.550003,173.25,169.850006,173.050003,0.0287
04/01/11,173.869995,174,172,173.080002,0.0002
05/01/11,172.050003,174.490005,172,174,0.0053
06/01/11,174.509995,174.589996,171.979996,172.210007,-0.0103
07/01/11,172.699997,172.889999,169.360001,170.690002,-0.0089
10/01/11,170,171.289993,169.199997,169.759995,-0.0055
11/01/11,170.5,171.429993,168.320007,169.360001,-0.0024
12/01/11,169.389999,172.309998,169.179993,171.669998,0.0135
13/01/11,172.039993,172.600006,171,171.570007,-0.0006
14/01/11,171.190002,175,171.190002,175,0.0198
18/01/11,174.75,175.339996,173.050003,174.679993,-0.0018
19/01/11,169.460007,171.490005,165.860001,166.490005,-0.048
20/01/11,166.550003,167.059998,164.009995,165.690002,-0.0048
21/01/11,165.880005,169.199997,165.119995,166.199997,0.0031
24/01/11,165.990005,167.070007,165.75,166.300003,0.0006
25/01/11,163.050003,164.789993,160.119995,161.979996,-0.0263
26/01/11,161.699997,162.839996,161.039993,161.309998,-0.0041
27/01/11,161.130005,164.25,161.110001,164.029999,0.0167
28/01/11,164.160004,165.089996,161.419998,161.770004,-0.0139
31/01/11,161.380005,163.720001,161.229996,163.619995,0.0114
01/02/11,163.860001,166.25,163.610001,165.330002,0.0104
02/02/11,165.149994,166.639999,164.199997,165.050003,-0.0017
03/02/11,164.990005,164.990005,161.839996,164.639999,-0.0025
04/02/11,164.880005,164.979996,162.759995,164.830002,0.0012
07/02/11,164.789993,168.100006,164.600006,167.130005,0.0139
08/02/11,167.020004,168.720001,166.259995,168.550003,0.0085
09/02/11,168.229996,168.229996,164.660004,166.009995,-0.0152
10/02/11,165.149994,166.649994,164.679993,165.339996,-0.004
11/02/11,165.110001,167.690002,164.809998,166.660004,0.008
14/02/11,166.149994,167.800003,165.509995,167.520004,0.0051
15/02/11,167.320007,168.440002,166.820007,167.910004,0.0023
16/02/11,168.559998,169.899994,168,168.809998,0.0053
17/02/11,168.539993,168.690002,167,167.160004,-0.0098
18/02/11,167.039993,168.300003,166.850006,168.039993,0.0053
22/02/11,165.669998,165.759995,162.350006,162.940002,-0.0308
23/02/11,162.630005,164.800003,161.770004,163.089996,0.0009
24/02/11,162.199997,163.899994,161.320007,163.440002,0.0021
25/02/11,164.050003,165.880005,163.520004,165.119995,0.0102
28/02/11,165.529999,166.25,163.110001,163.779999,-0.0081
01/03/11,163.550003,164.490005,161.300003,161.309998,-0.0152
02/03/11,161.580002,163.330002,161.110001,161.690002,0.0024
03/03/11,162.710007,165.179993,162.690002,164.490005,0.0172
04/03/11,162.880005,163,160.360001,161,-0.0214
07/03/11,161.410004,161.839996,158.5,159.149994,-0.0116
08/03/11,159.429993,161.779999,159.039993,161.300003,0.0134
09/03/11,161.850006,163.720001,161.580002,162.350006,0.0065
10/03/11,160.800003,161,159.990005,160.270004,-0.0129
11/03/11,159.850006,161.550003,159.839996,160.679993,0.0026
14/03/11,159.940002,160.5,158.020004,158.429993,-0.0141
15/03/11,156.059998,158.050003,154.850006,157.25,-0.0075
16/03/11,157.229996,157.240005,153.259995,154.380005,-0.0184
17/03/11,155.929993,156.350006,153.949997,155.75,0.0088
18/03/11,156.600006,160.25,155.240005,159.960007,0.0267
21/03/11,161.619995,162.149994,159.899994,160.210007,0.0016
22/03/11,160.639999,162.210007,160.119995,160.789993,0.0036
23/03/11,160.020004,160.229996,158.240005,159.529999,-0.0079
24/03/11,160.350006,160.5,158.830002,159.910004,0.0024
25/03/11,160.509995,160.509995,157.699997,157.970001,-0.0122
28/03/11,158.199997,159.289993,156.410004,156.470001,-0.0095
29/03/11,156.600006,158.699997,155.529999,158.470001,0.0127
30/03/11,159.029999,160.429993,157.470001,159.070007,0.0038
31/03/11,157.380005,160.070007,157.320007,158.600006,-0.003
01/04/11,159.770004,162,159.660004,160.229996,0.0102
04/04/11,160.759995,160.880005,158.600006,158.899994,-0.0083
05/04/11,158.460007,159.149994,157.619995,158.910004,0.0001
06/04/11,159.889999,161.990005,158.850006,161.889999,0.0186
07/04/11,161.990005,164.399994,161.570007,162.399994,0.0031
08/04/11,163.490005,163.619995,160.820007,160.960007,-0.0089
11/04/11,160.539993,162.910004,160.539993,161.470001,0.0032
12/04/11,160.25,161.440002,159.449997,160.419998,-0.0065
13/04/11,162.5,163.979996,159.830002,160.169998,-0.0016
14/04/11,157.509995,157.600006,155.25,155.789993,-0.0277
15/04/11,156.179993,156.949997,154.630005,155.130005,-0.0042
18/04/11,154.050003,154.880005,151.520004,153.779999,-0.0087
19/04/11,156.089996,156.100006,149.550003,151.860001,-0.0126
20/04/11,153.169998,154.149994,151.5,152.699997,0.0055
21/04/11,153.089996,154.330002,152.699997,153.509995,0.0053
25/04/11,152.580002,152.589996,151.179993,152.190002,-0.0086
26/04/11,151.889999,153.949997,151.779999,153.270004,0.0071
27/04/11,153.600006,153.850006,152,152.860001,-0.0027
28/04/11,152.550003,152.600006,150.199997,150.600006,-0.0149
29/04/11,150.279999,151.869995,149.639999,151.009995,0.0027
02/05/11,152.199997,153.070007,151.070007,151.300003,0.0019
03/05/11,150.970001,152.800003,150.679993,151.869995,0.0038
04/05/11,152.25,152.460007,150.949997,151.520004,-0.0023
05/05/11,150.869995,151.220001,149.949997,150.410004,-0.0074
06/05/11,151.470001,151.970001,149.529999,150.100006,-0.0021
09/05/11,149.699997,149.869995,148.800003,149.119995,-0.0066
10/05/11,149.020004,150.740005,148.520004,150.399994,0.0085
11/05/11,150,150,147.649994,147.880005,-0.0169
12/05/11,145.990005,146.779999,140.660004,142.75,-0.0353
13/05/11,142.389999,142.520004,139.25,141.460007,-0.0091
16/05/11,140.889999,143.389999,140.259995,140.600006,-0.0061
17/05/11,140.259995,141.949997,139.080002,140.809998,0.0015
18/05/11,140.929993,141.820007,140.210007,140.839996,0.0002
19/05/11,141.229996,141.300003,138.429993,139.339996,-0.0107
20/05/11,138.179993,139.639999,134.789993,134.990005,-0.0317
23/05/11,133.639999,137.190002,133.639999,135.839996,0.0063
24/05/11,136.270004,136.759995,135.029999,136.339996,0.0037
25/05/11,135.669998,137.589996,135.509995,136.240005,-0.0007
26/05/11,136.199997,136.699997,135.339996,136.259995,0.0001
27/05/11,136.25,138.960007,136.229996,138.660004,0.0175
31/05/11,140.820007,142.300003,139.880005,140.729996,0.0148
01/06/11,139.949997,140,136.100006,136.169998,-0.0329
02/06/11,136.649994,136.729996,131.5,134.380005,-0.0132
03/06/11,132.979996,137.169998,132.889999,135.330002,0.007
06/06/11,134.75,135.220001,133.139999,133.899994,-0.0106
07/06/11,134.380005,135.759995,132.990005,132.990005,-0.0068
08/06/11,132.630005,134.889999,131.5,131.589996,-0.0106
09/06/11,131.990005,135.100006,131.830002,133.529999,0.0146
10/06/11,133.210007,137.25,132.520004,135.919998,0.0177
13/06/11,136.130005,137.970001,135.919998,137.529999,0.0118
14/06/11,138.199997,138.949997,136.539993,137.100006,-0.0031
15/06/11,136.070007,137.589996,134.009995,134.850006,-0.0165
16/06/11,134.630005,136.889999,134.149994,136.089996,0.0092
17/06/11,137.830002,138.789993,137.210007,137.229996,0.0083
20/06/11,136.419998,136.729996,134.360001,135.139999,-0.0153
21/06/11,135.5,137.190002,134.300003,135.960007,0.006
22/06/11,135.589996,137.779999,134.429993,134.520004,-0.0106
23/06/11,133.100006,133.830002,131.639999,132.360001,-0.0162
24/06/11,132.809998,133.449997,130.820007,130.910004,-0.011
27/06/11,130.75,131.860001,129.800003,130.710007,-0.0015
28/06/11,131.339996,131.339996,128.300003,129.259995,-0.0112
29/06/11,129.729996,133.229996,129.5,132.529999,0.025
30/06/11,133.050003,133.800003,131.5,133.089996,0.0042
01/07/11,133.429993,136.720001,133.089996,136.649994,0.0264
05/07/11,135.899994,136.050003,133,134.5,-0.0159
06/07/11,133.779999,134.440002,132.820007,133.889999,-0.0045
07/07/11,135.089996,136.199997,134.720001,135.009995,0.0083
08/07/11,133.320007,134.399994,133.169998,134.080002,-0.0069
11/07/11,132.75,133.429993,131.070007,132.020004,-0.0155
12/07/11,131.419998,132.660004,130.100006,130.309998,-0.013
13/07/11,130.740005,131.770004,129.699997,129.919998,-0.003
14/07/11,131.699997,132.199997,129.75,129.889999,-0.0002
15/07/11,131.309998,131.509995,129.179993,130.160004,0.0021
18/07/11,129.580002,130.160004,127.5,129.330002,-0.0064
19/07/11,125.730003,129.929993,125.5,128.490005,-0.0065
20/07/11,128,133.800003,127.580002,132.75,0.0326
21/07/11,133.520004,135.979996,133.25,135.580002,0.0211
22/07/11,135.029999,136.470001,134.440002,135.490005,-0.0007
25/07/11,134.169998,137.130005,133.5,136.850006,0.01
26/07/11,136.610001,139.25,136.020004,137.600006,0.0055
27/07/11,136.789993,137.25,134.440002,134.720001,-0.0212
28/07/11,134.970001,138.130005,134.649994,135.839996,0.0083
29/07/11,134.100006,136.600006,133.130005,134.970001,-0.0064
01/08/11,136.919998,137.339996,133.75,134.149994,-0.0061
02/08/11,132.080002,134.759995,131.179993,131.229996,-0.022
03/08/11,131.350006,133.270004,130.710007,132.080002,0.0065
04/08/11,130.839996,131.889999,126.209999,126.230003,-0.0453
05/08/11,127.75,129.229996,122.349998,125.18,-0.0084
08/08/11,122.080002,125.440002,112.110001,117.660004,-0.062
09/08/11,120.510002,123.150002,111.599998,122.730003,0.0422
10/08/11,119.580002,119.669998,110.040001,110.339996,-0.1064
11/08/11,112.940002,119.75,112.25,118.099998,0.068
12/08/11,119.82,120.879997,115.290001,116.470001,-0.0139
15/08/11,117.57,119.699997,116,119.129997,0.0226
16/08/11,117.599998,119.779999,115.5,116.870003,-0.0192
17/08/11,117.360001,118.75,116.550003,117.25,0.0032
18/08/11,112.150002,114.5,112.040001,113.139999,-0.0357
19/08/11,111.870003,115.300003,111.110001,111.760002,-0.0123
22/08/11,114.169998,114.489998,105.099998,106.510002,-0.0481
23/08/11,106.019997,108.800003,103.160004,106.860001,0.0033
24/08/11,106.900002,110.739998,106.389999,110.309998,0.0318
25/08/11,114.510002,118.099998,108.110001,109.839996,-0.0043
26/08/11,108.629997,112.580002,107.720001,111.75,0.0172
29/08/11,113.650002,116.540001,112.330002,116.07,0.0379
30/08/11,115.330002,116,113.25,115.18,-0.0077
31/08/11,115.400002,117.800003,114.669998,116.220001,0.009
01/09/11,115.550003,115.550003,111.599998,112.160004,-0.0356
02/09/11,108.580002,109.239998,105.800003,107.059998,-0.0465
06/09/11,103.669998,105.599998,103.43,104.559998,-0.0236
07/09/11,106,108.790001,105,108.339996,0.0355
08/09/11,107.129997,108,104.739998,104.790001,-0.0333
09/09/11,104.379997,105.82,102.220001,102.25,-0.0245
12/09/11,100.790001,103,99.779999,102.919998,0.0065
13/09/11,103.410004,105.18,101.5,104.089996,0.0113
14/09/11,104.910004,105.879997,103.529999,104.540001,0.0043
15/09/11,105.169998,108.190002,105.099998,107.970001,0.0323
16/09/11,109.07,109.660004,105.910004,107.489998,-0.0045
19/09/11,105.32,105.599998,103.25,104.809998,-0.0252
20/09/11,105,105.269997,102.529999,102.610001,-0.0212
21/09/11,102.809998,102.830002,97.720001,97.860001,-0.0474
22/09/11,95.959999,96.029999,91.400002,93.980003,-0.0405
23/09/11,92.839996,96.519997,92.800003,95.18,0.0127
26/09/11,96.190002,99.730003,95,99.139999,0.0408
27/09/11,101.199997,104.080002,98.779999,99.550003,0.0041
28/09/11,99.980003,100.809998,96.209999,96.32,-0.033
29/09/11,98.650002,99.980003,97.199997,99.870003,0.0362
30/09/11,98.279999,98.400002,94.459999,94.550003,-0.0547
03/10/11,93.739998,95.720001,89.879997,90.080002,-0.0484
04/10/11,88.32,95.220001,84.269997,94.580002,0.0487
05/10/11,93.870003,95.540001,90.82,94.290001,-0.0031
06/10/11,94,98,91.760002,97.93,0.0379
07/10/11,98.07,98.07,92.25,92.690002,-0.055
10/10/11,94.919998,96.389999,93.949997,96.139999,0.0365
11/10/11,94.559998,98.809998,94,96.699997,0.0058
12/10/11,98.199997,101.129997,96.389999,99.110001,0.0246
13/10/11,97.870003,98.019997,94.519997,96.150002,-0.0303
14/10/11,96.790001,97.839996,94.650002,96.730003,0.006
17/10/11,95.510002,97.889999,95.169998,96.900002,0.0018
18/10/11,98.190002,103.739998,96.550003,102.25,0.0537
19/10/11,101.550003,104.940002,100.32,100.790001,-0.0144
20/10/11,101.690002,102.169998,98.279999,100.860001,0.0007
21/10/11,101.739998,103.059998,100.589996,102.089996,0.0121
24/10/11,102.650002,104.730003,102.580002,103.980003,0.0183
25/10/11,103.050003,103.169998,100.080002,100.440002,-0.0346
26/10/11,101.900002,106.739998,101.360001,106.330002,0.057
27/10/11,110.330002,117.529999,110,116.400002,0.0905
28/10/11,114.339996,118.07,114,115.860001,-0.0046
31/10/11,112.790001,113.889999,109.480003,109.550003,-0.056
01/11/11,103.489998,107.099998,102.709999,103.540001,-0.0564
02/11/11,106.449997,107.25,104.75,106.129997,0.0247
03/11/11,108.029999,108.709999,102.089996,107.68,0.0145
04/11/11,106.330002,106.57,103.809998,105.040001,-0.0248
07/11/11,104.949997,106.150002,103.75,105.57,0.005
08/11/11,106.410004,109.260002,106.199997,108.580002,0.0281
09/11/11,104.989998,105,98.830002,99.669998,-0.0856
10/11/11,101.870003,101.940002,98.139999,99.5,-0.0017
11/11/11,100.889999,102.199997,100.260002,101.660004,0.0215
14/11/11,100.519997,100.610001,98.379997,99.290001,-0.0236
15/11/11,98.300003,101.019997,98.059998,99.75,0.0046
16/11/11,98.870003,98.989998,95.25,95.599998,-0.0425
17/11/11,95.989998,96.440002,91.82,92.349998,-0.0346
18/11/11,92.470001,93.389999,91.309998,91.910004,-0.0048
21/11/11,90.18,92.290001,88.900002,91.300003,-0.0067
22/11/11,90.709999,91.800003,88.610001,89.400002,-0.021
23/11/11,88.980003,89.279999,87.599998,87.889999,-0.017
25/11/11,88.059998,91.440002,87.739998,88.75,0.0097
28/11/11,92.720001,93.75,89.370003,90.779999,0.0226
29/11/11,90.349998,91.290001,88.650002,88.809998,-0.0219
30/11/11,92.400002,96.010002,91.370003,95.860001,0.0764
01/12/11,94.580002,95.620003,93.199997,94.43,-0.015
02/12/11,95.529999,102.419998,95.529999,97.25,0.0294
05/12/11,99.559998,102.190002,99.050003,99.82,0.0261
06/12/11,99.639999,102.099998,99,101.160004,0.0133
07/12/11,100.269997,106.099998,99.050003,105.129997,0.0385
08/12/11,103.68,104.690002,99.379997,99.919998,-0.0508
09/12/11,101.120003,103.580002,100.790001,101.449997,0.0152
12/12/11,99.339996,99.449997,97.519997,98.029999,-0.0343
13/12/11,99.190002,99.940002,93.349998,95.040001,-0.031
14/12/11,93.779999,95.709999,92.449997,93.25,-0.019
15/12/11,94.739998,95.099998,91.900002,91.900002,-0.0146
16/12/11,92.709999,93.589996,89.900002,90.099998,-0.0198
19/12/11,90.620003,90.919998,86.900002,87.699997,-0.027
20/12/11,89.82,91.5,88.150002,90.980003,0.0367
21/12/11,91.040001,92.209999,89.279999,92,0.0111
22/12/11,92.120003,94.949997,91.790001,94.419998,0.026
23/12/11,94.800003,95,92.730003,93.790001,-0.0067
27/12/11,93.5,93.839996,91.830002,91.900002,-0.0204
28/12/11,91.660004,92.440002,90.040001,90.120003,-0.0196
29/12/11,90.589996,91.43,90.25,91.010002,0.0098
30/12/11,90.529999,91.139999,90.139999,90.43,-0.0064
03/01/12,92.970001,96.43,92.830002,95.360001,0.0531
04/01/12,94.730003,95.129997,93.68,94.739998,-0.0065
05/01/12,93.949997,95.800003,92.5,94.580002,-0.0017
06/01/12,93.800003,93.959999,92.419998,93.419998,-0.0123
09/01/12,93.489998,95.110001,92.959999,94.690002,0.0135
10/01/12,97.360001,99.480003,97.040001,98.330002,0.0377
11/01/12,97.940002,100.620003,97.5,99.760002,0.0144
12/01/12,100.559998,101.449997,98.260002,101.209999,0.0144
13/01/12,98,99.43,97,98.959999,-0.0225
17/01/12,98.620003,101.839996,96.949997,97.68,-0.013
18/01/12,99,105.830002,97.800003,104.309998,0.0657
19/01/12,106.25,108.300003,104.879997,107.68,0.0318
20/01/12,107.32,109.43,106.599998,108.739998,0.0098
23/01/12,108.489998,110.900002,107.519997,108.190002,-0.0051
24/01/12,106.790001,109.099998,106.25,108.870003,0.0063
25/01/12,106.230003,108.949997,105.93,108.269997,-0.0055
26/01/12,108.610001,110.300003,108.029999,108.559998,0.0027
27/01/12,107.769997,112.199997,107.620003,111.769997,0.0291
30/01/12,110.370003,110.419998,108.769997,109.730003,-0.0184
31/01/12,110.690002,112.5,109.160004,111.470001,0.0157
01/02/12,112.610001,116.650002,111.610001,113.449997,0.0176
02/02/12,114.339996,115.410004,112.709999,113.389999,-0.0005
03/02/12,115.610001,117.57,115.400002,117.529999,0.0359
06/02/12,116.389999,117.599998,116.330002,117.389999,-0.0012
07/02/12,116.769997,116.980003,115.309998,115.980003,-0.0121
08/02/12,116.610001,117.040001,114.540001,116.150002,0.0015
09/02/12,117.190002,117.389999,115.050003,115.879997,-0.0023
10/02/12,114.519997,115.660004,113.260002,114.120003,-0.0153
13/02/12,115.860001,116.07,113.980003,114.529999,0.0036
14/02/12,113.660004,113.849998,111.400002,112.870003,-0.0146
15/02/12,113.279999,115.25,112.910004,113.169998,0.0027
16/02/12,112.449997,114.980003,111.620003,114.739998,0.0138
17/02/12,115.459999,116.650002,114.830002,115.910004,0.0101
21/02/12,116.220001,117.910004,115.93,116.629997,0.0062
22/02/12,116.220001,117.139999,114.290001,114.360001,-0.0197
23/02/12,114.620003,115.82,113.220001,115.800003,0.0125
24/02/12,116.32,116.970001,115.110001,115.870003,0.0006
27/02/12,114.519997,116.650002,113.940002,116.230003,0.0031
28/02/12,116,118.660004,115.25,117.110001,0.0075
29/02/12,116.510002,118.129997,115.139999,115.139999,-0.017
01/03/12,115.970001,121.239998,115.839996,121.129997,0.0507
02/03/12,121.410004,122.18,119.860001,119.959999,-0.0097
05/03/12,119.599998,119.949997,117.510002,118.629997,-0.0111
06/03/12,116.120003,116.239998,113.110001,113.669998,-0.0427
07/03/12,114.660004,116.730003,114.290001,116.400002,0.0237
08/03/12,117.730003,118.68,116.080002,117.169998,0.0066
09/03/12,117.620003,118.489998,116.239998,117.290001,0.001
12/03/12,117.699997,117.870003,116.279999,116.989998,-0.0026
13/03/12,118.400002,124.849998,118.400002,124.540001,0.0625
14/03/12,124.519997,124.870003,119.82,120.370003,-0.0341
15/03/12,121.730003,123.550003,120.120003,123.059998,0.0221
16/03/12,123.099998,123.5,121.059998,122.93,-0.0011
19/03/12,122.93,126,122.199997,124.300003,0.0111
20/03/12,123.489998,127.860001,123.260002,126.019997,0.0137
21/03/12,126.68,127.510002,124.510002,125.989998,-0.0002
22/03/12,124.790001,125.57,124.089996,124.739998,-0.01
23/03/12,125.860001,126.800003,124.510002,126.18,0.0115
26/03/12,127.260002,128.210007,126.440002,128.070007,0.0149
27/03/12,128.589996,128.720001,126.199997,126.330002,-0.0137
28/03/12,126.099998,127.239998,124.089996,126.360001,0.0002
29/03/12,125.660004,126.599998,122.889999,123.760002,-0.0208
30/03/12,124.690002,125.470001,122.93,124.370003,0.0049
02/04/12,124.139999,125.540001,123.379997,124.900002,0.0043
03/04/12,124.32,124.43,121.699997,122.709999,-0.0177
04/04/12,120.82,121.629997,119.860001,119.959999,-0.0227
05/04/12,119.449997,120.589996,117.629997,118,-0.0165
09/04/12,116.059998,117.989998,115.669998,117.019997,-0.0083
10/04/12,117.279999,118.220001,114.449997,114.559998,-0.0212
11/04/12,116.370003,117.019997,115.559998,115.93,0.0119
12/04/12,116.57,120.410004,116,120.389999,0.0377
13/04/12,119.989998,120.089996,114.889999,115.089996,-0.045
16/04/12,117.120003,118.410004,114.959999,117.730003,0.0227
17/04/12,119.370003,119.769997,116.239998,116.860001,-0.0074
18/04/12,114.760002,116.790001,114.230003,115.330002,-0.0132
19/04/12,115.099998,115.480003,112.470001,113.599998,-0.0151
20/04/12,113.910004,114.169998,112.32,112.440002,-0.0103
23/04/12,110.519997,111.940002,110.07,111.75,-0.0062
24/04/12,111.559998,114.25,111.040001,114.110001,0.0209
25/04/12,115.110001,115.110001,112.720001,113.980003,-0.0011
26/04/12,113.43,115.550003,113.080002,114.559998,0.0051
27/04/12,114.230003,114.989998,113.339996,114.410004,-0.0013
30/04/12,114.190002,115.300003,113.610001,115.150002,0.0064
01/05/12,114.839996,116.480003,114.150002,115.330002,0.0016
02/05/12,114.099998,114.470001,112.769997,113.769997,-0.0136
03/05/12,113.980003,114.279999,110.809998,111.529999,-0.0199
04/05/12,110.779999,110.900002,108.800003,108.989998,-0.023
07/05/12,108.529999,110.860001,108.290001,110.040001,0.0096
08/05/12,108.989998,110.190002,107.769997,109.370003,-0.0061
09/05/12,107.300003,108.639999,106.660004,107.290001,-0.0192
10/05/12,108.559998,109.360001,106.120003,106.32,-0.0091
11/05/12,103.419998,103.790001,101.589996,102.129997,-0.0402
14/05/12,100.860001,101.07,99.32,99.769997,-0.0234
15/05/12,100.139999,101.769997,99.779999,99.870003,0.001
16/05/12,100.550003,102.139999,98.199997,98.199997,-0.0169
17/05/12,98.57,99.940002,97.080002,97.080002,-0.0115
18/05/12,97.529999,97.900002,95,95.489998,-0.0165
21/05/12,94.800003,97.550003,94,96.510002,0.0106
22/05/12,96.879997,99.949997,96.589996,97.529999,0.0105
23/05/12,96.75,98.510002,95.510002,98.040001,0.0052
24/05/12,98.32,98.5,95.839996,96.860001,-0.0121
25/05/12,96.540001,97.779999,96.510002,96.699997,-0.0017
29/05/12,97.010002,97.879997,95.379997,97.860001,0.0119
30/05/12,96.68,96.900002,94.410004,94.610001,-0.0338
31/05/12,94.900002,96.650002,93.699997,95.699997,0.0115
01/06/12,94.07,94.199997,92.190002,92.639999,-0.0325
04/06/12,92.760002,93.019997,90.550003,91,-0.0179
05/06/12,90.959999,93,90.709999,92.209999,0.0132
06/06/12,93.040001,95.07,92.900002,94.959999,0.0294
07/06/12,96.639999,97.5,93.290001,94,-0.0102
08/06/12,93.629997,94.839996,92.889999,94.540001,0.0057
11/06/12,96.010002,96.760002,92.660004,92.800003,-0.0186
12/06/12,92.910004,94.040001,92.519997,94.040001,0.0133
13/06/12,93.32,94.419998,92.269997,92.720001,-0.0141
14/06/12,92.940002,94.290001,92.510002,93.82,0.0118
15/06/12,93.68,95.769997,92.75,95.660004,0.0194
18/06/12,95.239998,95.269997,93.32,93.629997,-0.0214
19/06/12,94.300003,97.470001,94.150002,96.370003,0.0288
20/06/12,97.010002,97.599998,95.370003,96.550003,0.0019
21/06/12,96.800003,96.870003,93.870003,93.900002,-0.0278
22/06/12,95.32,95.32,93.160004,93.629997,-0.0029
25/06/12,92.360001,92.400002,90.660004,91.220001,-0.0261
26/06/12,91.489998,91.830002,90.43,91.029999,-0.0021
27/06/12,91.190002,93.790001,91.019997,93.269997,0.0243
