2,APR,95,03:14.0,39.1,20.29,30,3.3
2,APR,95,06:56.7,38.11,22.49,7,3.1
3,APR,95,52:19.1,41,20.67,0,3.1
4,APR,95,54:10.4,38.22,22.32,0,3
4,APR,95,29:02.6,41.97,23.26,3,2.8
4,APR,95,13:32.7,41.3,21.93,3,2.1
4,APR,95,10:10.2,40.57,23.65,3,4.1
4,APR,95,13:55.4,40.52,23.58,0,2.5
4,APR,95,14:23.0,40.57,23.72,1,2.3
4,APR,95,16:07.9,40.55,23.62,0,2.1
4,APR,95,27:06.2,40.56,23.64,4,3.8
4,APR,95,29:43.1,40.56,23.68,6,2.8
4,APR,95,30:23.7,40.55,23.64,14,3
4,APR,95,30:40.7,40.54,23.6,5,2.9
4,APR,95,32:17.7,40.58,23.67,11,2.5
4,APR,95,34:11.2,40.55,23.61,0,2.2
4,APR,95,43:26.7,40.56,23.68,8,2.5
4,APR,95,53:50.0,40.54,23.61,3,2
4,APR,95,56:24.5,40.57,23.67,6,2.7
4,APR,95,16:24.0,40.56,23.65,0,2.1
4,APR,95,17:14.1,40.55,23.65,0,2
4,APR,95,21:50.6,39.62,22.52,12,2
4,APR,95,42:53.8,40.55,23.65,2,2.6
4,APR,95,21:07.7,40.55,23.61,0,2.4
4,APR,95,07:50.0,40.55,23.66,6,2.3
4,APR,95,08:31.4,40.54,23.69,3,2.1
4,APR,95,42:11.1,40.59,23.73,4,2
5,APR,95,53:49.7,40.55,23.64,0,2.1
5,APR,95,36:02.3,40.57,23.64,12,2.1
5,APR,95,07:54.2,40.59,23.74,14,3
5,APR,95,29:24.1,40.56,23.69,8,2.1
5,APR,95,45:00.0,40.55,23.68,9,2
5,APR,95,23:44.4,38.75,26.13,18,3.6
5,APR,95,15:27.4,40.55,23.68,3,2.6
5,APR,95,15:47.1,40.56,23.69,5,2.1
5,APR,95,46:22.6,40.54,23.64,0,2.2
5,APR,95,53:48.2,40.55,23.63,0,2.3
6,APR,95,40:49.9,40.55,23.64,0,2.1
6,APR,95,41:07.0,40.55,23.63,0,2.1
6,APR,95,17:16.9,39.4,21.9,35,2.5
6,APR,95,30:51.2,40.95,20.87,0,2.9
6,APR,95,48:00.5,40.42,21.81,12,2
6,APR,95,26:23.7,41.25,21.96,0,2.2
6,APR,95,30:56.0,40.52,23.61,0,2.5
7,APR,95,17:52.8,41.03,20,5,3
8,APR,95,39:00.3,40.54,23.63,0,2.1
9,APR,95,27:00.4,40.8,22.94,2,2
10,APR,95,08:40.0,39.72,20.26,15,3.4
10,APR,95,46:19.7,37.92,20.19,0,3.3
11,APR,95,37:36.9,42.65,18.89,10,3.5
11,APR,95,48:05.0,39.53,19.99,0,2.7
13,APR,95,20:55.3,40.1,19.71,2,3.1
13,APR,95,55:11.3,38.97,23.39,9,2.2
13,APR,95,55:55.1,39.01,23.33,19,2.2
13,APR,95,56:42.0,39.08,23.32,0,2.1
13,APR,95,36:05.1,39.51,20.03,0,2.7
13,APR,95,43:24.6,41.82,19.56,20,2.9
14,APR,95,33:42.6,40.81,24.1,4,2.2
14,APR,95,26:33.2,38.13,23.44,0,2.7
14,APR,95,03:54.7,40.2,25.18,38,3.2
14,APR,95,18:41.8,39.49,20.08,0,2.6
14,APR,95,31:36.9,39.45,19.94,0,2.9
14,APR,95,08:26.1,40.59,24.52,20,2.4
15,APR,95,49:34.9,40.72,22.76,10,2.8
15,APR,95,42:26.7,40.55,23.65,6,2.6
15,APR,95,44:20.0,41.08,24.06,15,2.4
16,APR,95,39:28.2,41.06,21.22,10,2.7
